,Location Code,Plant Number,Installed Component,Installed Modifier,EGI FP,EGI PI,Equipment Number,Script ID,Script Description,Attribute ID,Script Item Number,Questions,Response Description,Response Score,Document Link,Inspection Date,Script Activity ID,Script Result ID,Work Order Number,Site GPS,INSI Script Item Number,Response,Site,Work Group,Zone,Asset Owner Code,Actioned Date,Result Text,Script Version Number,Inspection Act History ID,Document Number
,SUND4,SUND4X80BH,BLDS,,B0B,B0BZ04,000000949701,RVIBHAA,B/HOUSE S/S VISUAL INSPECTION,VICIVCN11,15,Rate condition of the exterior windows,NO DEFECT,0,,2022-08-03 00:00:00,S-0663470,SRR-10358801,05264279,LU4,15,$F581,SUND,TCNWANG,TCN,TA,,,1,699716,
,SUND4,SUND4X80BH,BLDS,,B0B,B0BZ04,000000949701,RVIBHAA,B/HOUSE S/S VISUAL INSPECTION,VICIVCN12,17,Rate condition of the drainage system,NO DEFECT,0,,2022-08-03 00:00:00,S-0663470,SRR-10358802,05264279,LU4,17,$F581,SUND,TCNWANG,TCN,TA,,,1,699716,
,SUND4,SUND4X80BH,BLDS,,B0B,B0BZ04,000000949701,RVIBHAA,B/HOUSE S/S VISUAL INSPECTION,VICIVCN13,19,Rate condition of the roof,NO DEFECT,0,,2022-08-03 00:00:00,S-0663470,SRR-10358803,05264279,LU4,19,$F581,SUND,TCNWANG,TCN,TA,,,1,699716,
,SUND4,SUND4X80BH,BLDS,,B0B,B0BZ04,000000949701,RVIBHAA,B/HOUSE S/S VISUAL INSPECTION,VICIVCN14,21,Rate condition of the cable entries,NO DEFECT,0,,2022-08-03 00:00:00,S-0663470,SRR-10358804,05264279,LU4,21,$F581,SUND,TCNWANG,TCN,TA,,,1,699716,
,SUND4,SUND4X80BH,BLDS,,B0B,B0BZ04,000000949701,RVIBHAA,B/HOUSE S/S VISUAL INSPECTION,VICIVCN15,24,"Do you want to report any condition deterioration? (Door, steps)",NO,0,,2022-08-03 00:00:00,S-0663470,SRR-10358805,05264279,LU4,24,F311,SUND,TCNWANG,TCN,TA,,,1,699716,
,SUND4,SUND4X80BH,BLDS,,B0B,B0BZ04,000000949701,RVIBHAA,B/HOUSE S/S VISUAL INSPECTION,VICIVB15,30,"Do you want to report any condition deterioration? (Lighting, wall, door, ceiling, HVAC, floor)",NO,0,,2022-08-03 00:00:00,S-0663470,SRR-10358806,05264279,LU4,30,F311,SUND,TCNWANG,TCN,TA,,,1,699716,
,SUND4,SUND4X804,DIS,,P4I,P4IE05,000000382097,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663478,SRR-10358898,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699727,
,SUND4,SUND4X804,DIS,,P4I,P4IE05,000000382097,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663478,SRR-10358899,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699727,
,SUND4,SUND4X804,DIS,,P4I,P4IE05,000000382097,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-03 00:00:00,S-0663478,SRR-10358900,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,699727,
,SUND4,SUND4X804,DIS,,P4I,P4IE05,000000382097,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X804/SUND4X804_20220803_131109_SRR-10358901_5.0_1.JPG,2022-08-03 00:00:00,S-0663478,SRR-10358901,05264279,LU4,5,34882,SUND,TCNWANG,TCN,TA,,,1,699727,34882
,SUND4,SUND4X804,DIS,,P4I,P4IE05,000000382097,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X804/SUND4X804_20220803_131109_SRR-10358901_5.0_2.JPG,2022-08-03 00:00:00,S-0663478,SRR-10358901,05264279,LU4,5,34883,SUND,TCNWANG,TCN,TA,,,1,699727,34883
,SUND4,SUND45K01,ABC,,P8A,P8AB06,000000405231,RVIABCBAA,ABCB S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663479,SRR-10358902,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699728,
,SUND4,SUND45K01,ABC,,P8A,P8AB06,000000405231,RVIABCBAA,ABCB S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663479,SRR-10358903,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699728,
,SUND4,SUND45K01,ABC,,P8A,P8AB06,000000405231,RVIABCBAA,ABCB S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-03 00:00:00,S-0663479,SRR-10358904,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,699728,
,SUND4,SUND45K01,ABC,,P8A,P8AB06,000000405231,RVIABCBAA,ABCB S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND45K01/SUND45K01_20220803_131109_SRR-10358905_5.0_1.JPG,2022-08-03 00:00:00,S-0663479,SRR-10358905,05264279,LU4,5,34884,SUND,TCNWANG,TCN,TA,,,1,699728,34884
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663481,SRR-10358913,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663481,SRR-10358914,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-03 00:00:00,S-0663481,SRR-10358915,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN07,56,What is the earth switch type?,INTEGRATED,,,2022-08-03 00:00:00,S-0663481,SRR-10358916,05264279,LU4,56,$F621,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,YES,1,,2022-08-03 00:00:00,S-0663481,SRR-10358917,05264279,LU4,16,F312,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIANC02,17,"Rate the level of corrosion on the Mechanism Boxes, Marshalling Kiosks and Covers",G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-03 00:00:00,S-0663481,SRR-10358918,05264279,LU4,17,F482,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN05,18,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X801B/SUND4X801B_20220803_131208_SRR-10358919_10.0_1.JPG,2022-08-03 00:00:00,S-0663481,SRR-10358919,05264279,LU4,18,34885,SUND,TCNWANG,TCN,TA,,,1,699731,34885
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIANC04,19,Add details for another ancillary,NO,0,,2022-08-03 00:00:00,S-0663481,SRR-10358920,05264279,LU4,19,F311,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VICIVGA12,45,Does the asset body need reporting,YES,1,,2022-08-03 00:00:00,S-0663481,SRR-10358921,05264279,LU4,45,F312,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB201,46,Rate the level of corrosion on the main body of the asset,G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-03 00:00:00,S-0663481,SRR-10358922,05264279,LU4,46,F482,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4X801B,ESW,,P4E,P4EE01,000000382095,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB203,48,Rate the level of damage on the main body of the asset,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-03 00:00:00,S-0663481,SRR-10358923,05264279,LU4,48,$F491,SUND,TCNWANG,TCN,TA,,,1,699731,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663483,SRR-10358929,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663483,SRR-10358930,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-03 00:00:00,S-0663483,SRR-10358931,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN07,56,What is the earth switch type?,F-EARTH,,,2022-08-03 00:00:00,S-0663483,SRR-10358932,05264279,LU4,56,$F622,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,NO,0,,2022-08-03 00:00:00,S-0663483,SRR-10358933,05264279,LU4,16,F311,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VICIVGA12,45,Does the asset body need reporting,YES,1,,2022-08-03 00:00:00,S-0663483,SRR-10358934,05264279,LU4,45,F312,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB201,46,Rate the level of corrosion on the main body of the asset,G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-03 00:00:00,S-0663483,SRR-10358935,05264279,LU4,46,F482,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F36,ERT,,P0E,P4EZ01,000000382090,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB203,48,Rate the level of damage on the main body of the asset,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-03 00:00:00,S-0663483,SRR-10358936,05264279,LU4,48,$F491,SUND,TCNWANG,TCN,TA,,,1,699733,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663486,SRR-10359044,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663486,SRR-10359045,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-03 00:00:00,S-0663486,SRR-10359046,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN07,56,What is the earth switch type?,F-EARTH,,,2022-08-03 00:00:00,S-0663486,SRR-10359047,05264279,LU4,56,$F622,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,NO,0,,2022-08-03 00:00:00,S-0663486,SRR-10359048,05264279,LU4,16,F311,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VICIVGA12,45,Does the asset body need reporting,YES,1,,2022-08-03 00:00:00,S-0663486,SRR-10359049,05264279,LU4,45,F312,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB201,46,Rate the level of corrosion on the main body of the asset,G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-03 00:00:00,S-0663486,SRR-10359050,05264279,LU4,46,F482,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4F38,ERT,,P0E,P4EZ01,000000382092,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB203,48,Rate the level of damage on the main body of the asset,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-03 00:00:00,S-0663486,SRR-10359051,05264279,LU4,48,$F491,SUND,TCNWANG,TCN,TA,,,1,699734,
,SUND4,SUND4X806,DIS,,P4I,P4IE05,000000382099,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663487,SRR-10359052,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699735,
,SUND4,SUND4X806,DIS,,P4I,P4IE05,000000382099,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663487,SRR-10359053,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699735,
,SUND4,SUND4X806,DIS,,P4I,P4IE05,000000382099,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-03 00:00:00,S-0663487,SRR-10359054,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,699735,
,SUND4,SUND4X806,DIS,,P4I,P4IE05,000000382099,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X806/SUND4X806_20220803_131453_SRR-10359055_5.0_1.JPG,2022-08-03 00:00:00,S-0663487,SRR-10359055,05264279,LU4,5,34886,SUND,TCNWANG,TCN,TA,,,1,699735,34886
,SUND4,SUND4X806,DIS,,P4I,P4IE05,000000382099,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X806/SUND4X806_20220803_131453_SRR-10359055_5.0_2.JPG,2022-08-03 00:00:00,S-0663487,SRR-10359055,05264279,LU4,5,34887,SUND,TCNWANG,TCN,TA,,,1,699735,34887
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663488,SRR-10359056,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663488,SRR-10359057,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-03 00:00:00,S-0663488,SRR-10359058,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN07,56,What is the earth switch type?,F-EARTH,,,2022-08-03 00:00:00,S-0663488,SRR-10359059,05264279,LU4,56,$F622,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,NO,0,,2022-08-03 00:00:00,S-0663488,SRR-10359060,05264279,LU4,16,F311,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VICIVGA12,45,Does the asset body need reporting,YES,1,,2022-08-03 00:00:00,S-0663488,SRR-10359061,05264279,LU4,45,F312,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB201,46,Rate the level of corrosion on the main body of the asset,G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-03 00:00:00,S-0663488,SRR-10359062,05264279,LU4,46,F482,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F40,ERT,,P0E,P4EZ01,000000382091,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB203,48,Rate the level of damage on the main body of the asset,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-03 00:00:00,S-0663488,SRR-10359063,05264279,LU4,48,$F491,SUND,TCNWANG,TCN,TA,,,1,699736,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663490,SRR-10359074,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663490,SRR-10359075,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-03 00:00:00,S-0663490,SRR-10359076,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN07,56,What is the earth switch type?,F-EARTH,,,2022-08-03 00:00:00,S-0663490,SRR-10359077,05264279,LU4,56,$F622,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,NO,0,,2022-08-03 00:00:00,S-0663490,SRR-10359078,05264279,LU4,16,F311,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VICIVGA12,45,Does the asset body need reporting,YES,1,,2022-08-03 00:00:00,S-0663490,SRR-10359079,05264279,LU4,45,F312,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB201,46,Rate the level of corrosion on the main body of the asset,G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-03 00:00:00,S-0663490,SRR-10359080,05264279,LU4,46,F482,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4F48,ERT,,P0E,P4EZ01,000000382093,RVIESAA,ESW S/S VISUAL INSPECTION,VIMB203,48,Rate the level of damage on the main body of the asset,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-03 00:00:00,S-0663490,SRR-10359081,05264279,LU4,48,$F491,SUND,TCNWANG,TCN,TA,,,1,699738,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-03 00:00:00,S-0663495,SRR-10359185,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-03 00:00:00,S-0663495,SRR-10359186,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-03 00:00:00,S-0663495,SRR-10359187,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VICIVCN01,7,Rate condition of the foundation / base,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-03 00:00:00,S-0663495,SRR-10359188,05264279,LU4,7,$F491,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN06,10,Is the asset support structure steel or concrete?,STEEL,,,2022-08-03 00:00:00,S-0663495,SRR-10359189,05264279,LU4,10,$F552,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VICIVMT01,13,Rate corrosion on the steel asset support structure,G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-03 00:00:00,S-0663495,SRR-10359190,05264279,LU4,13,F482,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN05,14,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X803/SUND4X803_20220803_132005_SRR-10359191_14.0_1.JPG,2022-08-03 00:00:00,S-0663495,SRR-10359191,05264279,LU4,14,34888,SUND,TCNWANG,TCN,TA,,,1,699743,34888
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,YES,1,,2022-08-03 00:00:00,S-0663495,SRR-10359192,05264279,LU4,16,F312,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC02,17,"Rate the level of corrosion on the Mechanism Boxes, Marshalling Kiosks and Covers",G4-LIGHT PITTING/MAJORITY OF COATING LOST,60,,2022-08-03 00:00:00,S-0663495,SRR-10359193,05264279,LU4,17,F484,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN05,18,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X803/SUND4X803_20220803_132005_SRR-10359194_18.0_1.JPG,2022-08-03 00:00:00,S-0663495,SRR-10359194,05264279,LU4,18,34889,SUND,TCNWANG,TCN,TA,,,1,699743,34889
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC04,19,Add details for another ancillary,NO,0,,2022-08-03 00:00:00,S-0663495,SRR-10359195,05264279,LU4,19,F311,SUND,TCNWANG,TCN,TA,,,1,699743,
,SUND4,SUND4X803,DIS,,P4I,P4IE05,000000382096,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC05,21,Access available for weather sealing?,YES,1,,2022-08-03 00:00:00,S-0663495,SRR-10359196,05264279,LU4,21,F312,SUND,TCNWANG,TCN,TA,,,1,699743,
