,Location Code,Plant Number,Installed Component,Installed Modifier,EGI FP,EGI PI,Equipment Number,Script ID,Script Description,Attribute ID,Script Item Number,Questions,Response Description,Response Score,Document Link,Inspection Date,Script Activity ID,Script Result ID,Work Order Number,Site GPS,INSI Script Item Number,Response,Site,Work Group,Zone,Asset Owner Code,Actioned Date,Result Text,Script Version Number,Inspection Act History ID,Document Number
,SUND4,SUND4X30VT,VT ,R,P4V,P4VE01,000000405215,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-01 00:00:00,S-0659829,SRR-10328009,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,697562,
,SUND4,SUND4X30VT,VT ,R,P4V,P4VE01,000000405215,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-01 00:00:00,S-0659829,SRR-10328010,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,697562,
,SUND4,SUND4X30VT,VT ,R,P4V,P4VE01,000000405215,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-01 00:00:00,S-0659829,SRR-10328011,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,697562,
,SUND4,SUND4X30VT,VT ,R,P4V,P4VE01,000000405215,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X30VT/SUND4X30VT_20220801_140640_SRR-10328012_5.0_1.JPG,2022-08-01 00:00:00,S-0659829,SRR-10328012,05264279,LU4,5,34314,SUND,TCNWANG,TCN,TA,,,1,697562,34314
,SUND4,SUND4X30VT,VT ,Y,P4V,P4VE01,000000405216,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-01 00:00:00,S-0659838,SRR-10328029,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,697566,
,SUND4,SUND4X30VT,VT ,Y,P4V,P4VE01,000000405216,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-01 00:00:00,S-0659838,SRR-10328030,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,697566,
,SUND4,SUND4X30VT,VT ,Y,P4V,P4VE01,000000405216,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-01 00:00:00,S-0659838,SRR-10328031,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,697566,
,SUND4,SUND4X30VT,VT ,Y,P4V,P4VE01,000000405216,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X30VT/SUND4X30VT_20220801_140843_SRR-10328032_5.0_1.JPG,2022-08-01 00:00:00,S-0659838,SRR-10328032,05264279,LU4,5,34315,SUND,TCNWANG,TCN,TA,,,1,697566,34315
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-01 00:00:00,S-0659897,SRR-10328407,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-01 00:00:00,S-0659897,SRR-10328408,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-01 00:00:00,S-0659897,SRR-10328409,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,Oil leak at sight glass.,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VICIVCN01,7,Rate condition of the foundation / base,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-01 00:00:00,S-0659897,SRR-10328410,05264279,LU4,7,$F491,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN06,10,Is the asset support structure steel or concrete?,STEEL,,,2022-08-01 00:00:00,S-0659897,SRR-10328411,05264279,LU4,10,$F552,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VICIVMT01,13,Rate corrosion on the steel asset support structure,G2-COATING INTACT (<1%)/VERY LIGHT CORROSION,20,,2022-08-01 00:00:00,S-0659897,SRR-10328412,05264279,LU4,13,F482,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN05,14,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X30VT/SUND4X30VT_20220801_141821_SRR-10328413_14.0_1.JPG,2022-08-01 00:00:00,S-0659897,SRR-10328413,05264279,LU4,14,34316,SUND,TCNWANG,TCN,TA,,,1,697585,34316
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN05,14,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X30VT/SUND4X30VT_20220801_141821_SRR-10328413_14.0_2.JPG,2022-08-01 00:00:00,S-0659897,SRR-10328413,05264279,LU4,14,34317,SUND,TCNWANG,TCN,TA,,,1,697585,34317
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN05,14,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X30VT/SUND4X30VT_20220801_141821_SRR-10328413_14.0_3.JPG,2022-08-01 00:00:00,S-0659897,SRR-10328413,05264279,LU4,14,34318,SUND,TCNWANG,TCN,TA,,,1,697585,34318
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,NO,0,,2022-08-01 00:00:00,S-0659897,SRR-10328414,05264279,LU4,16,F311,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIANC05,21,Access available for weather sealing?,NO,0,,2022-08-01 00:00:00,S-0659897,SRR-10328415,05264279,LU4,21,F311,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VICIVGA09,26,Do any of the earthing connections need reporting,NO,0,,2022-08-01 00:00:00,S-0659897,SRR-10328416,05264279,LU4,26,F311,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VICIVGA12,31,Does the asset body need reporting,NO,0,,2022-08-01 00:00:00,S-0659897,SRR-10328417,05264279,LU4,31,F311,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VICIVGA12,45,Does the asset body need reporting,NO,0,,2022-08-01 00:00:00,S-0659897,SRR-10328418,05264279,LU4,45,F311,SUND,TCNWANG,TCN,TA,,,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VILK01,51,"Report any signs of leakage on the asset, or associated pipework and connections",MINOR LEAK - PERFORMANCE IMPACT NEGLIGIBLE,40,,2022-08-01 00:00:00,S-0659897,SRR-10328419,05264279,LU4,51,$F542,SUND,TCNWANG,TCN,TA,,Oil leak at sight glass,1,697585,
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN05,52,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X30VT/SUND4X30VT_20220801_141824_SRR-10328420_47.0_1.JPG,2022-08-01 00:00:00,S-0659897,SRR-10328420,05264279,LU4,52,34319,SUND,TCNWANG,TCN,TA,,,1,697585,34319
,SUND4,SUND4X30VT,VT ,B,P4V,P4VE01,000000405214,RVIVTAA,VT S/S VISUAL INSPECTION,VIGEN05,52,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X30VT/SUND4X30VT_20220801_141824_SRR-10328420_47.0_2.JPG,2022-08-01 00:00:00,S-0659897,SRR-10328420,05264279,LU4,52,34320,SUND,TCNWANG,TCN,TA,,,1,697585,34320
,SUND4X30BI,SUND4X30BI,PI,,,P4BZ01,000000079354,RVISPIAA,POST INS S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-01 00:00:00,S-0659906,SRR-10328637,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,697593,
,SUND4X30BI,SUND4X30BI,PI,,,P4BZ01,000000079354,RVISPIAA,POST INS S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-01 00:00:00,S-0659906,SRR-10328638,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,697593,
,SUND4X30BI,SUND4X30BI,PI,,,P4BZ01,000000079354,RVISPIAA,POST INS S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-01 00:00:00,S-0659906,SRR-10328639,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,697593,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-01 00:00:00,S-0659910,SRR-10328693,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-01 00:00:00,S-0659910,SRR-10328694,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,YES,1,,2022-08-01 00:00:00,S-0659910,SRR-10328695,05264279,LU4,4,F312,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VICIVCN01,7,Rate condition of the foundation / base,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-01 00:00:00,S-0659910,SRR-10328696,05264279,LU4,7,$F491,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN06,10,Is the asset support structure steel or concrete?,CONCRETE,,,2022-08-01 00:00:00,S-0659910,SRR-10328697,05264279,LU4,10,$F551,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VICIVCN02,11,Rate condition of the concrete asset support structure,"NO SIGNIFICANT DEFECT, AS GOOD AS NEW",0,,2022-08-01 00:00:00,S-0659910,SRR-10328698,05264279,LU4,11,$F491,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC01,16,Are the asset ancillaries available?,YES,1,,2022-08-01 00:00:00,S-0659910,SRR-10328699,05264279,LU4,16,F312,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC02,17,"Rate the level of corrosion on the Mechanism Boxes, Marshalling Kiosks and Covers",G1-FULLY PAINTED AND COATING INTACT,0,,2022-08-01 00:00:00,S-0659910,SRR-10328700,05264279,LU4,17,F481,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIGEN05,18,Please take photograph(s) to support the condition score selected,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4X303/SUND4X303_20220801_143323_SRR-10328701_18.0_1.JPG,2022-08-01 00:00:00,S-0659910,SRR-10328701,05264279,LU4,18,34321,SUND,TCNWANG,TCN,TA,,,1,697596,34321
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC04,19,Add details for another ancillary,NO,0,,2022-08-01 00:00:00,S-0659910,SRR-10328702,05264279,LU4,19,F311,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VIANC05,21,Access available for weather sealing?,NO,0,,2022-08-01 00:00:00,S-0659910,SRR-10328703,05264279,LU4,21,F311,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VICIVGA09,26,Do any of the earthing connections need reporting,NO,0,,2022-08-01 00:00:00,S-0659910,SRR-10328704,05264279,LU4,26,F311,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VICIVGA12,31,Does the asset body need reporting,NO,0,,2022-08-01 00:00:00,S-0659910,SRR-10328705,05264279,LU4,31,F311,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VICIVGA12,45,Does the asset body need reporting,NO,0,,2022-08-01 00:00:00,S-0659910,SRR-10328706,05264279,LU4,45,F311,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND4X303,DIS,,P4I,P4IE05,000000382011,RVIDISAA,DISC S/S VISUAL INSPECTION,VILK01,51,"Report any signs of leakage on the asset, or associated pipework and connections",NO LEAKAGE,0,,2022-08-01 00:00:00,S-0659910,SRR-10328707,05264279,LU4,51,$F541,SUND,TCNWANG,TCN,TA,,,1,697596,
,SUND4,SUND42L1,ESW,,P3E,P6EH08,000004317562,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-02 00:00:00,S-0660925,SRR-10334862,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,698145,
,SUND4,SUND42L1,ESW,,P3E,P6EH08,000004317562,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-02 00:00:00,S-0660925,SRR-10334863,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,698145,
,SUND4,SUND42L1,ESW,,P3E,P6EH08,000004317562,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-02 00:00:00,S-0660925,SRR-10334864,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,698145,
,SUND4,SUND42L1,ESW,,P3E,P6EH08,000004317562,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42L1/SUND42L1_20220802_093154_SRR-10334865_5.0_1.JPG,2022-08-02 00:00:00,S-0660925,SRR-10334865,05264279,LU4,5,34328,SUND,TCNWANG,TCN,TA,,,1,698145,34328
,SUND4,SUND42L1,ESW,,P3E,P6EH08,000004317562,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42L1/SUND42L1_20220802_093154_SRR-10334865_5.0_2.JPG,2022-08-02 00:00:00,S-0660925,SRR-10334865,05264279,LU4,5,34329,SUND,TCNWANG,TCN,TA,,,1,698145,34329
,SUND4,SUND42L1,ESW,,P3E,P6EH08,000004317562,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42L1/SUND42L1_20220802_093154_SRR-10334865_5.0_3.JPG,2022-08-02 00:00:00,S-0660925,SRR-10334865,05264279,LU4,5,34330,SUND,TCNWANG,TCN,TA,,,1,698145,34330
,SUND4,SUND4F1,ERT,,P0E,P4EZ01,000000381970,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-02 00:00:00,S-0660948,SRR-10334933,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,698167,
,SUND4,SUND4F1,ERT,,P0E,P4EZ01,000000381970,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-02 00:00:00,S-0660948,SRR-10334934,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,698167,
,SUND4,SUND4F1,ERT,,P0E,P4EZ01,000000381970,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-02 00:00:00,S-0660948,SRR-10334935,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,698167,
,SUND4,SUND4F1,ERT,,P0E,P4EZ01,000000381970,RVIESAA,ESW S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND4F1/SUND4F1_20220802_093552_SRR-10334936_5.0_1.JPG,2022-08-02 00:00:00,S-0660948,SRR-10334936,05264279,LU4,5,34331,SUND,TCNWANG,TCN,TA,,,1,698167,34331
,SUND4,SUND42LKS1,CSE,A,C3S,C6SX01,000004317554,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-02 00:00:00,S-0660995,SRR-10335237,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,698188,
,SUND4,SUND42LKS1,CSE,A,C3S,C6SX01,000004317554,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-02 00:00:00,S-0660995,SRR-10335238,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,698188,
,SUND4,SUND42LKS1,CSE,A,C3S,C6SX01,000004317554,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-02 00:00:00,S-0660995,SRR-10335239,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,698188,
,SUND4,SUND42LKS1,CSE,A,C3S,C6SX01,000004317554,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42LKS1/SUND42LKS1_20220802_094118_SRR-10335240_5.0_1.JPG,2022-08-02 00:00:00,S-0660995,SRR-10335240,05264279,LU4,5,34332,SUND,TCNWANG,TCN,TA,,,1,698188,34332
,SUND4,SUND42LKS1,CSE,A,C3S,C6SX01,000004317554,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42LKS1/SUND42LKS1_20220802_094118_SRR-10335240_5.0_2.JPG,2022-08-02 00:00:00,S-0660995,SRR-10335240,05264279,LU4,5,34333,SUND,TCNWANG,TCN,TA,,,1,698188,34333
,SUND4,SUND42LKS1,CSE,C,C3S,C6SX01,000004317555,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-02 00:00:00,S-0660996,SRR-10335241,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,698190,
,SUND4,SUND42LKS1,CSE,C,C3S,C6SX01,000004317555,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-02 00:00:00,S-0660996,SRR-10335242,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,698190,
,SUND4,SUND42LKS1,CSE,C,C3S,C6SX01,000004317555,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-02 00:00:00,S-0660996,SRR-10335243,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,698190,
,SUND4,SUND42LKS1,CSE,C,C3S,C6SX01,000004317555,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42LKS1/SUND42LKS1_20220802_094202_SRR-10335244_5.0_1.JPG,2022-08-02 00:00:00,S-0660996,SRR-10335244,05264279,LU4,5,34334,SUND,TCNWANG,TCN,TA,,,1,698190,34334
,SUND4,SUND42LKS1,CSE,C,C3S,C6SX01,000004317555,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42LKS1/SUND42LKS1_20220802_094202_SRR-10335244_5.0_2.JPG,2022-08-02 00:00:00,S-0660996,SRR-10335244,05264279,LU4,5,34335,SUND,TCNWANG,TCN,TA,,,1,698190,34335
,SUND4,SUND42LKS1,CSE,N,C3S,C6SX01,000004317556,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-02 00:00:00,S-0660998,SRR-10335264,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,698192,
,SUND4,SUND42LKS1,CSE,N,C3S,C6SX01,000004317556,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN02,2,"Visually inspect general condition of the asset (civils, earthing, support structure, main body, ancillaries, fixing interfaces/flanges, paintwork (protective coating), weather seals, porcelain insulation) and also for any signs of leakage.",,,,2022-08-02 00:00:00,S-0660998,SRR-10335265,05264279,LU4,2,INSTRUCTIONS READ,SUND,TCNWANG,TCN,TA,,,1,698192,
,SUND4,SUND42LKS1,CSE,N,C3S,C6SX01,000004317556,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN03,4,Do you want to report any condition deterioration of the asset,NO,0,,2022-08-02 00:00:00,S-0660998,SRR-10335266,05264279,LU4,4,F311,SUND,TCNWANG,TCN,TA,,,1,698192,
,SUND4,SUND42LKS1,CSE,N,C3S,C6SX01,000004317556,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42LKS1/SUND42LKS1_20220802_094301_SRR-10335267_5.0_1.JPG,2022-08-02 00:00:00,S-0660998,SRR-10335267,05264279,LU4,5,34336,SUND,TCNWANG,TCN,TA,,,1,698192,34336
,SUND4,SUND42LKS1,CSE,N,C3S,C6SX01,000004317556,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN04,5,Please take a wide photograph of the asset,,,\\UKLD3-STNCPR01.prod.nationalgrid.com/Home27_wrk$/FieldStaff/SharePointFilestructure/ConditionMonitoring/SubstationImages/SUND4/SUND42LKS1/SUND42LKS1_20220802_094301_SRR-10335267_5.0_2.JPG,2022-08-02 00:00:00,S-0660998,SRR-10335267,05264279,LU4,5,34337,SUND,TCNWANG,TCN,TA,,,1,698192,34337
,SUND4,SUND42LKS2,CSE,N,C3S,C6SX01,000004317570,RVICSEAA,CSE S/S VISUAL INSPECTION,VIGEN01,1,Is the asset available?,YES,1,,2022-08-02 00:00:00,S-0661003,SRR-10335289,05264279,LU4,1,F312,SUND,TCNWANG,TCN,TA,,,1,698200,
